Cust_ID,International.Plan,Voice.Mail.Plan,X..Vmail.Messages,X..customer.Service.Calls,Churn,trainrows,Total.Day.Minutes,Total.Day.Calls,Total.Day.Charge,Total.Eve.Minutes,Total.Eve.Calls,Total.Eve.Charge,Total.Night.Minutes,Total.Night.Calls,Total.Night.Charge,Total.Intl.Minutes,Total.Intl.Calls,Total.Intl.Charge
1184,yes,no,0,3,False.,No,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35
1185,no,no,0,3,False.,Yes,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32
1186,no,no,0,2,False.,No,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35
1187,no,no,0,3,False.,Yes,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86
1188,no,no,0,1,False.,No,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21
1189,no,yes,42,0,False.,Yes,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48
1190,no,no,0,2,False.,Yes,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59
1191,no,no,0,0,False.,Yes,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81
1192,no,no,0,2,False.,Yes,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7
1193,no,no,0,1,False.,Yes,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57
1194,no,no,0,2,False.,Yes,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76
1195,no,no,0,0,False.,Yes,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94
1196,no,no,0,1,False.,No,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62
1197,no,no,0,1,False.,No,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83
1198,no,yes,29,1,False.,Yes,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51
1199,no,no,0,1,False.,No,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38
1200,no,no,0,3,False.,Yes,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59
1201,no,yes,35,1,False.,No,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24
1202,no,no,0,2,False.,No,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46
1203,no,no,0,4,True.,Yes,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84
1204,no,no,0,0,False.,Yes,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29
1205,no,no,0,4,False.,Yes,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81
1206,no,yes,28,2,True.,Yes,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48
1207,no,no,0,3,False.,Yes,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73
1208,no,yes,29,3,False.,No,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46
1209,no,no,0,3,False.,Yes,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57
1210,no,no,0,0,False.,No,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13
1211,no,no,0,2,False.,No,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0
1212,no,no,0,0,False.,Yes,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62
1213,no,no,0,0,False.,Yes,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59
1214,no,no,0,1,False.,Yes,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86
1215,no,yes,15,1,False.,No,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94
1216,no,no,0,1,True.,Yes,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38
1217,no,no,0,3,False.,Yes,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16
1218,yes,no,0,1,False.,Yes,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19
1219,no,no,0,3,False.,Yes,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32
1220,no,no,0,3,False.,Yes,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05
1221,no,no,0,1,False.,Yes,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27
1222,no,no,0,5,True.,No,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16
1223,no,no,0,1,True.,Yes,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81
1224,no,yes,24,2,False.,Yes,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7
1225,no,no,0,1,False.,No,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67
1226,no,no,0,2,False.,Yes,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46
1227,no,yes,19,2,False.,Yes,87.7,103,14.91,223.0,86,18.96,182.3,112,8.2,7.3,4,1.97
1228,no,yes,19,0,False.,Yes,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56
1229,yes,yes,31,2,False.,No,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32
1230,no,no,0,2,False.,Yes,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43
1231,no,no,0,1,False.,No,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43
1232,no,yes,25,1,False.,No,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51
1233,no,yes,37,1,False.,No,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19
1234,no,no,0,5,True.,No,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32
1235,no,no,0,1,False.,No,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9.0,3,2.43
1236,no,yes,33,2,False.,Yes,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29
1237,yes,yes,26,1,True.,Yes,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89
1238,no,yes,34,1,False.,No,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05
1239,no,no,0,1,False.,Yes,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67
1240,no,no,0,2,False.,Yes,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16
1241,no,yes,39,1,False.,Yes,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73
1242,no,no,0,1,False.,Yes,196.0,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13
1243,no,no,0,6,True.,Yes,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43
1244,no,yes,29,0,False.,Yes,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7
1245,no,no,0,2,False.,Yes,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92
1246,no,no,0,0,False.,Yes,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38
1247,no,no,0,1,False.,Yes,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08
1248,no,yes,32,0,False.,No,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86
1249,no,no,0,3,False.,No,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62
1250,yes,no,0,2,False.,Yes,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59
1251,no,no,0,5,True.,No,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13
1252,no,yes,24,0,False.,Yes,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05
1253,no,no,0,1,False.,Yes,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38
1254,no,no,0,1,False.,Yes,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51
1255,no,yes,26,1,False.,Yes,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19
1256,no,no,0,4,True.,Yes,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0
1257,no,no,0,1,False.,No,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19
1258,no,no,0,1,False.,Yes,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11
1259,yes,no,0,1,False.,No,183.0,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3.0
1260,no,no,0,0,False.,No,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73
1261,no,yes,28,0,False.,Yes,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86
1262,yes,no,0,3,False.,Yes,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21
1263,no,no,0,0,False.,Yes,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,2,2.94
1264,no,yes,30,1,False.,Yes,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92
1265,no,yes,32,2,False.,No,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,3,3.24
1266,yes,yes,26,0,False.,No,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8.0,3,2.16
1267,no,no,0,3,False.,No,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29
1268,no,no,0,1,False.,No,154.0,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48
1269,no,no,0,1,False.,Yes,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05
1270,yes,no,0,1,False.,Yes,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46
1271,no,no,0,0,False.,Yes,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1
1272,no,no,0,1,False.,Yes,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46
1273,no,no,0,2,False.,Yes,203.4,81,34.58,167.7,110,14.25,132.0,124,5.94,9.2,5,2.48
1274,no,no,0,1,False.,No,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94
1275,no,yes,39,1,False.,No,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57
1276,no,yes,32,0,False.,Yes,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,2.32
1277,no,no,0,4,False.,Yes,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62
1278,no,no,0,3,False.,No,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81
1279,no,yes,36,3,False.,No,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02
1280,no,yes,23,1,False.,Yes,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,14,1.97
1281,no,no,0,0,False.,Yes,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54
1282,no,yes,35,1,False.,Yes,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,6,2.03
1283,no,no,0,3,True.,No,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89
1284,no,yes,32,2,False.,Yes,192.3,82,32.69,165.3,134,14.05,205.0,74,9.23,9.0,1,2.43
1285,no,no,0,2,False.,No,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62
1286,no,no,0,3,False.,No,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,9.8,7,2.65
1287,no,yes,12,0,False.,No,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35
1288,no,yes,26,2,False.,No,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59
1289,no,no,0,1,False.,No,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51
1290,no,yes,28,0,False.,Yes,143.5,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,5,3.02
1291,no,no,0,0,False.,Yes,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,8,2.4
1292,yes,no,0,2,False.,Yes,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48
1293,yes,no,0,4,True.,Yes,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94
1294,yes,yes,15,5,True.,No,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35
1295,no,no,0,1,False.,Yes,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56
1296,no,no,0,1,False.,No,194.8,97,33.12,235.3,118,20.0,174.4,126,7.85,11.0,3,2.97
1297,no,no,0,1,False.,Yes,247.8,117,42.13,130.0,95,11.05,134.3,125,6.04,6.9,2,1.86
1298,no,no,0,4,False.,Yes,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21
1299,no,yes,26,2,False.,Yes,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62
1300,no,yes,33,1,False.,Yes,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05
1301,no,yes,25,1,False.,No,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13
1302,no,yes,35,2,False.,No,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8.0,5,2.16
1303,no,no,0,0,False.,No,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4
1304,no,yes,39,1,False.,No,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38
1305,yes,no,0,1,True.,Yes,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57
1306,no,no,0,1,False.,Yes,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3
1307,no,yes,25,0,False.,Yes,134.0,112,22.78,206.0,111,17.51,180.6,118,8.13,9.7,4,2.62
1308,no,yes,25,2,False.,Yes,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05
1309,no,no,0,3,False.,No,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75
1310,yes,yes,35,0,False.,Yes,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46
1311,no,no,0,1,False.,Yes,275.2,67,46.78,180.2,108,15.32,159.0,110,7.15,7.9,2,2.13
1312,no,no,0,1,False.,Yes,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13
1313,no,no,0,1,False.,Yes,165.0,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4
1314,no,no,0,1,False.,No,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19
1315,no,no,0,2,False.,Yes,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57
1316,no,no,0,1,False.,Yes,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05
1317,no,no,0,3,False.,No,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59
1318,no,yes,31,4,False.,No,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89
1319,no,yes,28,3,False.,Yes,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05
1320,no,no,0,1,False.,Yes,178.6,83,30.36,213.1,103,18.11,198.0,119,8.91,10.9,5,2.94
1321,no,no,0,2,False.,Yes,139.0,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24
1322,no,no,0,2,False.,Yes,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4
1323,no,no,0,3,False.,Yes,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32
1324,no,yes,31,1,False.,No,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08
1325,no,no,0,1,False.,Yes,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51
1326,no,no,0,1,False.,Yes,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08
1327,no,no,0,2,False.,Yes,170.7,101,29.02,240.2,82,20.42,119.0,112,5.36,11.4,4,3.08
1328,no,yes,33,0,False.,Yes,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32
1329,no,yes,37,1,False.,No,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4
1330,no,no,0,2,False.,Yes,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03
1331,no,no,0,1,False.,Yes,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86
1332,no,no,0,0,True.,Yes,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38
1333,no,no,0,0,True.,Yes,243.0,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13
1334,no,no,0,0,False.,Yes,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4
1335,no,no,0,2,False.,Yes,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65
1336,no,no,0,4,False.,No,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86
1337,no,no,0,0,False.,Yes,159.0,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73
1338,no,no,0,3,False.,Yes,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16
1339,yes,yes,24,3,False.,Yes,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19
1340,no,no,0,2,False.,Yes,168.0,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73
1341,no,yes,34,4,True.,Yes,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59
1342,no,no,0,5,False.,No,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46
1343,yes,no,0,3,False.,Yes,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46
1344,no,yes,35,1,False.,Yes,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11.0,2,2.97
1345,no,yes,38,1,False.,Yes,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08
1346,no,no,0,2,False.,Yes,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02
1347,no,no,0,5,False.,No,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,3,2.43
1348,no,no,0,1,False.,No,117.6,66,19.99,214.0,108,18.19,239.5,94,10.78,8.8,5,2.38
1349,yes,no,0,0,False.,Yes,193.7,108,32.93,186.6,98,15.86,223.0,100,10.04,11.6,8,3.13
1350,no,no,0,2,False.,No,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11
1351,no,no,0,1,False.,Yes,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4
1352,no,no,0,3,False.,Yes,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67
1353,no,no,0,2,False.,Yes,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38
1354,yes,no,0,4,False.,Yes,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24
1355,no,yes,33,2,True.,Yes,186.4,84,31.69,201.0,136,17.09,286.7,103,12.9,11.1,3,3.0
1356,no,no,0,0,False.,No,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92
1357,no,no,0,2,False.,No,162.8,65,27.68,185.0,109,15.73,219.5,104,9.88,6.0,3,1.62
1358,no,no,0,1,False.,No,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18.0,5,4.86
1359,yes,no,0,2,False.,No,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02
1360,no,yes,20,2,False.,No,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38
1361,no,yes,22,3,False.,No,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57
1362,no,no,0,3,False.,No,145.0,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92
1363,no,no,0,4,False.,No,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11
1364,no,yes,31,1,True.,No,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03
1365,no,no,0,1,False.,Yes,147.0,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84
1366,no,yes,39,1,False.,Yes,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73
1367,no,no,0,0,False.,Yes,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9.0,3,2.43
1368,no,no,0,1,False.,Yes,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46
1369,no,no,0,0,False.,No,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92
1370,no,yes,45,4,True.,Yes,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11.0,5,2.97
1371,no,no,0,0,False.,Yes,162.7,102,27.66,292.0,105,24.82,183.3,80,8.25,8.7,6,2.35
1372,yes,yes,37,1,False.,Yes,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13
1373,no,no,0,4,False.,Yes,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56
1374,no,no,0,6,True.,No,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24
1375,no,no,0,0,False.,No,176.4,62,29.99,201.0,124,17.09,150.4,138,6.77,11.2,2,3.02
1376,no,yes,27,2,False.,Yes,67.4,116,11.46,244.0,78,20.74,281.1,93,12.65,11.4,2,3.08
1377,no,no,0,1,True.,Yes,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59
1378,no,yes,24,1,False.,No,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97
1379,no,no,0,0,True.,Yes,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59
1380,no,no,0,2,False.,No,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54
1381,no,no,0,0,True.,Yes,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75
1382,no,no,0,0,False.,Yes,162.6,138,27.64,154.0,109,13.09,209.7,118,9.44,11.5,4,3.11
1383,no,no,0,4,False.,Yes,229.4,107,39.0,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81
1384,no,no,0,2,False.,Yes,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15.0,4,4.05
1385,no,no,0,5,True.,Yes,263.8,66,44.85,251.3,116,21.36,200.1,112,9.0,8.4,2,2.27
1386,no,yes,46,4,False.,Yes,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9.0,3,2.43
1387,no,yes,14,1,False.,No,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03
1388,no,no,0,2,False.,Yes,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08
1389,no,no,0,1,False.,Yes,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19
1390,no,no,0,0,False.,Yes,98.0,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84
1391,no,no,0,0,False.,Yes,249.4,118,42.4,211.5,95,17.98,169.0,116,7.61,9.1,3,2.46
1392,no,yes,30,1,False.,Yes,129.6,107,22.03,233.0,104,19.81,297.0,93,13.37,14.5,5,3.92
1393,no,no,0,0,False.,Yes,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51
1394,no,no,0,1,False.,Yes,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35
1395,no,no,0,1,False.,Yes,87.6,76,14.89,262.0,111,22.27,184.6,125,8.31,9.2,5,2.48
1396,no,no,0,0,False.,No,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27
1397,no,no,0,2,False.,Yes,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38
1398,no,yes,31,2,False.,No,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48
1399,no,yes,22,1,False.,No,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11
1400,no,no,0,2,True.,No,266.3,90,45.27,207.8,117,17.66,205.0,98,9.23,14.0,2,3.78
1401,no,no,0,3,False.,Yes,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75
1402,no,no,0,3,False.,Yes,115.0,130,19.55,137.8,83,11.71,224.0,61,10.08,7.3,4,1.97
1403,no,no,0,1,True.,Yes,270.5,69,45.99,230.0,112,19.55,136.0,111,6.12,9.6,5,2.59
1404,no,no,0,1,False.,No,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48
1405,no,no,0,3,False.,Yes,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38
1406,no,no,0,2,False.,No,141.1,92,23.99,249.1,126,21.17,136.0,73,6.12,10.8,2,2.92
1407,no,no,0,3,True.,Yes,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86
1408,no,no,0,3,False.,Yes,196.0,135,33.32,186.0,146,15.81,153.0,92,6.89,9.8,1,2.65
1409,no,no,0,0,False.,Yes,171.6,119,29.17,205.0,107,17.43,170.6,114,7.68,13.8,4,3.73
1410,yes,no,0,2,False.,No,174.0,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08
1411,no,no,0,1,True.,Yes,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2.0
1412,no,no,0,1,False.,No,200.9,92,34.15,164.3,91,13.97,249.0,98,11.21,8.9,7,2.4
1413,no,no,0,1,False.,Yes,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73
1414,no,no,0,2,False.,Yes,235.8,130,40.09,176.0,69,14.96,63.6,122,2.86,7.3,1,1.97
1415,no,no,0,3,False.,Yes,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7
1416,no,no,0,2,False.,Yes,254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19
1417,no,no,0,2,False.,No,183.0,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35
1418,no,yes,29,2,False.,Yes,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03
1419,no,no,0,2,False.,Yes,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08
1420,no,no,0,3,False.,Yes,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65
1421,no,yes,31,2,False.,No,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92
1422,no,no,0,1,False.,No,197.8,60,33.63,221.0,64,18.79,168.6,134,7.59,8.9,5,2.4
